ticker,n_obs,corr,cov,alpha,beta,r2,adj_r2,f_stat,f_pvalue,jb_stat,jb_pvalue,skew,kurt,dw_stat,coint_t,coint_p,adf_stat,adf_p,half_life,z_mean,z_std,z_current,z_gt1,z_gt2,z_lt_1,z_lt_2,score,rating,base
BNB-USD,2289,0.8401781501284193,256103.35361377802,-16.987362765858006,0.1912149964397802,0.7058993239532128,0.7057707272430918,5489.248700755011,0.0,229.28041087823928,1.630764968541243e-50,0.7538646185227189,0.369103369223748,0.009351682980215924,-2.6072675774708878,0.23391175560035304,-2.0426651455545968,0.26818473576862456,164.60802021714395,4.966659577178507e-17,1.0,1.4650443202374512,0.15334207077326342,0.059414591524683265,0.14067278287461774,0.00436871996505024,24,Weak,ETH-USD
ETC-USD,2289,0.14101400431625044,66929.0662248614,19.19152398498614,6.80522000912688e-05,0.019884949413303432,0.019456390143261282,46.399531647843325,1.2286214932225147e-11,5804.989235256756,0.0,2.068869634225019,6.632720618433558,0.018772276423276966,-1.2524982646090934,0.843612631238181,-2.890963004179776,0.046409014577265026,73.82693066495405,-2.4833297885892536e-17,0.9999999999999999,-1.0168062098145338,0.12669287898645698,0.059851463521188294,0.04062909567496723,0.0,21,Weak,BTC-USD
NEAR-USD,2002,0.032873653493351994,3238.5775633458306,3.9706172738930565,3.709763566969988e-06,0.001080677094001059,0.0005812174325481312,2.163692440861363,0.1414620834940296,2154.364195670449,0.0,1.8219307157789086,3.557110988799744,0.013608134106462923,-1.4921084090087124,0.7642057071924351,-3.0669842531350118,0.029094956971094998,102.02724464548805,-2.839331611428972e-17,0.9999999999999999,-0.8785798946910883,0.12887112887112886,0.057942057942057944,0.003996003996003996,0.0,21,Weak,BTC-USD
MKR-USD,2289,0.4630258023538181,13001161.557322927,912.9969417277705,0.013219333506690977,0.21439289364539693,0.21404938376067706,624.1243794779351,5.288597207985677e-122,1542.746086318661,0.0,1.519401236777992,2.645317692982058,0.015978400786228784,-1.6791405503828383,0.6863627350892912,-2.9224884799507835,0.04279469574055945,85.55632817297598,0.0,1.0,-0.054367534980159074,0.16295325469637395,0.04499781564001747,0.02621231979030144,0.0,20,Weak,BTC-USD
FLOW-USD,1897,0.11316247551440484,789.5375983402282,1.8920070471891584,0.0010023593552202195,0.012805745864548523,0.01228479902859314,24.58167509754354,7.757425884191079e-07,4072.3305127463514,0.0,2.391917007265106,5.37197432633214,0.006579348834554304,-2.787840589347018,0.16958422221788094,-2.707279216157032,0.07278709485599505,211.51979997453873,0.0,1.0,-0.5259439214604708,0.12335266209804956,0.07063784923563521,0.0,0.0,20,Weak,ETH-USD
RUNE-USD,2289,0.5613986757666786,2216.410527203391,-0.20275114107624417,0.001654843347765858,0.31516847315258045,0.31486902779759696,1052.5074705863296,2.9012793501416723e-190,1717.9023038182563,0.0,1.0880269686154582,3.6551949485551605,0.016430343276020373,-2.321680701896225,0.36278566117955147,-2.814714717047722,0.05620242267351459,87.13133075154582,-9.933319154357014e-17,1.0,-1.0994497692215566,0.12319790301441677,0.03800786369593709,0.1127129750982962,0.022717343818261248,19,Weak,ETH-USD
RUNE-USD,2289,0.14351463010825297,15353.756060752907,2.636073455027489,1.561140680027544e-05,0.0205964490551086,0.020168200891162558,48.094658165767356,5.265528167197993e-12,1709.4649002364743,0.0,1.5790292627118372,2.830740823595505,0.015359745982000456,-1.183807473346918,0.8620900930304793,-2.9105991285034487,0.04412927319709359,91.15229572200164,-4.966659577178507e-17,1.0,-0.9940448957932927,0.14067278287461774,0.053735255570117955,0.047619047619047616,0.0,19,Weak,BTC-USD
SUI-USD,810,-0.5045743742558361,-22.59950139207307,0.007975505859473896,-1.0144807800502796e-07,0.2545952991556685,0.2536727685853166,275.97491870492075,1.5489533824642825e-53,305.66521210963083,4.223208620651178e-67,1.2889769848407953,1.5777308194253346,0.03447353502095177,-1.2495601953811108,0.8444411406727517,-2.6305157594780053,0.08685285370365292,33.397919828268876,-3.50885301609926e-17,1.0,-0.1994947096289641,0.17407407407407408,0.06419753086419754,0.08765432098765433,0.0,18,Weak,BTC-USD
SOL-USD,2189,0.8471069207297587,1901086.7664780382,-13.575295385029118,0.0019992738162111835,0.7175901351482532,0.717461003980054,5557.063760478345,0.0,220.29078058012863,1.4603763458744778e-48,0.6688606942236046,0.7971513206490126,0.011670192598532006,-2.1464404791985285,0.4521299963186928,-2.507997036506843,0.11354066461156981,125.24548625116275,-2.5967756446234817e-17,1.0,-1.1535922072596183,0.1525810872544541,0.041571493832800364,0.11146642302421197,0.019186843307446324,17,Weak,BTC-USD
AVAX-USD,2026,0.6064378951145489,13662.520863345795,-5.546221077438263,0.014156984103633556,0.36776692063096483,0.3674545525087469,1177.3509986221218,8.98191017502453e-204,1150.8074786766397,1.2744744661039106e-250,1.339179120905343,2.552774025382062,0.012427667127799216,-2.71420712136446,0.19451060295065348,-2.0275843126178894,0.2746108173304799,114.65564777653668,0.0,1.0000000000000002,-0.9169358278670853,0.10710760118460019,0.07206317867719644,0.10612043435340572,0.0004935834155972359,17,Weak,ETH-USD
AXS-USD,1981,0.42470938842996514,11621.733241448585,-15.51213705013742,0.013078229981750664,0.18037806462055528,0.17996390497660408,435.5278628784137,1.3970444618368579e-87,2232.085995911676,0.0,1.7312447454817863,3.8950219673726814,0.006304140534666768,-2.9049397619645343,0.13456461643242956,-1.6293059714648468,0.46785401645186653,221.22055895202567,-5.738861066209794e-17,1.0,-0.4817724246484051,0.12569409389197375,0.04846037354871277,0.07420494699646643,0.0,17,Weak,ETH-USD
SUI-USD,810,-0.34143277223834706,-0.7256237388433205,0.007540228182211984,-1.4467424570208546e-06,0.11657633795836286,0.11548299184197475,106.62345273011007,1.4558259273087052e-23,224.68131169603296,1.6258222839551095e-49,1.1841808526732782,1.0477078633667185,0.029577108117790015,-1.7802593681818812,0.6392603385497111,-2.473012275823429,0.12217956112110401,38.493486409673565,-3.50885301609926e-17,1.0,-0.6117876146822832,0.1814814814814815,0.05308641975308642,0.0962962962962963,0.0,14,Weak,ETH-USD
LINK-USD,2289,0.6462452750197097,6011.187948496472,4.2788890311930405,0.004488146156430358,0.41763295548530033,0.4173783131396447,1640.0766118055521,8.205937471043262e-271,2211.865345267042,0.0,1.7367915259636721,3.347784098476751,0.016576350724690356,-1.8851386954932206,0.5875249378677758,-2.3033186661113736,0.17089986957766762,84.56026926883986,-4.966659577178507e-17,0.9999999999999998,-0.8226771622797767,0.14416775884665792,0.055919615552643076,0.025338575797291395,0.0,13,Weak,ETH-USD
XLM-USD,2289,0.6215023973079412,2479.3211388470804,0.0711018432227866,2.5209265233803577e-06,0.38626522985951794,0.3859968718489625,1439.365380075358,9.648914992008342e-245,1847.8068937890582,0.0,1.4837222707111486,3.262423118919779,0.016773783235859725,-1.2414318321472555,0.8467153176357269,-2.5912027962029227,0.09482913609342547,83.93426361216356,-4.966659577178507e-17,1.0,-0.8917115534283105,0.1529051987767584,0.04630843162953255,0.11664482306684142,0.0,13,Weak,BTC-USD
VET-USD,2289,0.1240444079679057,143.67010871640048,0.029788714505428058,1.460810308133513e-07,0.015387015148107919,0.01495648913811598,35.74003612090929,2.6089010348180895e-09,6722.429887142199,0.0,2.457521801319365,6.826207197395423,0.012198082084206292,-1.2270029126394038,0.8506875914180505,-2.854358600017278,0.05091872852772691,114.92841995084882,2.4833297885892536e-17,0.9999999999999999,-0.8965882655878241,0.1345565749235474,0.06946264744429882,0.0,0.0,13,Weak,BTC-USD
MATIC-USD,1910,0.6825732398190002,432.1349422330133,0.04020074965221707,0.0003335046249444017,0.46590622771700607,0.4656263043562707,1664.4063807076764,3.752258749919477e-262,43.09729524412528,4.3806771280189074e-10,0.3682126273042374,-0.005010015827429992,0.014150352382448899,-1.9243431499255348,0.5676112333154684,-2.213323097006524,0.20144552559724566,104.00109806224285,8.928285684943668e-17,1.0,-1.2713850142895715,0.15968586387434555,0.02931937172774869,0.193717277486911,0.0,12,Weak,ETH-USD
SAND-USD,2063,0.32827113454250745,368.8425041918757,-0.09969999007948002,0.00036165585488463043,0.10776193777382503,0.10732902265387045,248.92163106975084,4.98079365058236e-53,8181.051018868173,0.0,2.6376692398179395,8.231734528071032,0.009951176641363857,-2.726865297146154,0.19006540130268273,-2.4600177608719527,0.12550790245872534,141.77111921581454,0.0,1.0,-0.5997128327673334,0.08822103732428502,0.06156083373727581,0.04168686379059622,0.0,11,Weak,ETH-USD
INJ-USD,1995,0.4867029599207457,4456.273204359053,-0.464333727113492,0.004884281006399585,0.2368797711956152,0.23649687093028438,618.646140114152,3.698793284228908e-119,961.0464966374374,2.0483531258327985e-209,1.379994206002747,1.9968204300401595,0.00945118317806201,-2.6951605568142485,0.20132404040243718,-1.7340107605180548,0.4136797535874184,153.023216295136,-2.849294178486617e-17,1.0,-0.8914586449150197,0.1343358395989975,0.05914786967418546,0.11729323308270677,0.0,10,Weak,ETH-USD
FIL-USD,2289,-0.07300671086470227,-65246.2771478919,20.586738230867237,-6.634117220104544e-05,0.005329979831282139,0.004895056341921222,12.254982684684412,0.000472902090213332,17474.329404078635,0.0,3.214263490393671,11.942770496891965,0.009445562729088126,-1.5006019532615746,0.7609611784341062,-2.792865127577914,0.059300183610591785,146.3913882261984,-2.4833297885892536e-17,1.0,-0.5242316859104466,0.11358671909130624,0.04499781564001747,0.0,0.0,10,Weak,BTC-USD
EOS-USD,2289,-0.32965136474680456,-17266.5788465157,2.6511860407010226,-1.7556328585356463e-05,0.10867002227943057,0.10828028464159922,278.8286573605751,3.7299410006861246e-59,6181.682332100008,0.0,2.1184721016740835,6.8649652218182915,0.023145948164208296,-1.7236735910113128,0.6660019160126316,-1.9737698898893854,0.2981911673436108,60.6611839192464,0.0,1.0,-0.8292127599217236,0.13892529488859764,0.05024027959807777,0.02708606378331149,0.0,10,Weak,BTC-USD
XMR-USD,2289,0.5988120846377122,63866.587883498934,89.33864644134579,0.04768484755252792,0.3585759127081626,0.3582954474316905,1278.5037678051096,8.226983265176665e-223,2373.2090013554707,0.0,1.540071507417819,3.9365259239838206,0.01520346314897148,-2.2804956732258437,0.3833245820952721,-2.3182979967462503,0.16613439620917292,101.50096023759747,-6.208324471473134e-18,1.0,2.0109896354629537,0.127129750982962,0.06378331148973351,0.1017911751856706,0.0,8,Weak,ETH-USD
XLM-USD,2289,0.5916795296867278,87.10375535452354,0.0518791398270689,6.503446376233111e-05,0.3500846658503074,0.34980048774180295,1231.9198959156176,2.8284844311029194e-216,828.8879829589723,1.021554267777573e-180,1.0984400115938817,1.9743837461127818,0.014094861713320004,-2.2102601228540486,0.41907905305014437,-2.1821562705267095,0.21278532165904152,98.62246060535261,0.0,1.0000000000000002,-0.3321848354435078,0.13018785495849716,0.053735255570117955,0.1218872870249017,0.0,8,Weak,ETH-USD
LINK-USD,2289,0.48541004498174684,122352.07116735792,8.005196358765886,0.00012440525616610624,0.23562291176918138,0.23528868479575304,704.9787434934153,1.2527014711152494e-135,1739.1131535426207,0.0,1.602152997954173,2.8337582906738206,0.017678457925987504,-1.0375522770401318,0.8954904747798993,-2.5858960796579216,0.09594743849961046,78.70511685486609,4.966659577178507e-17,1.0,-1.0902355646728272,0.14110965487112276,0.055919615552643076,0.05329838357361293,0.0,8,Weak,BTC-USD
EOS-USD,2289,-0.09691182666282695,-187.32190152642005,2.105048261216398,-0.00013986055328070644,0.009391902147125708,0.008958754749726183,21.682924111999856,3.4006883527905435e-06,4249.750760525154,0.0,1.920044403041091,5.476385515499334,0.020086981057135585,-2.4199873473478815,0.3154478584006946,-1.7998750275586213,0.38052374072042683,70.46334967692925,-4.966659577178507e-17,1.0,-1.0292513447208946,0.15377894276976845,0.04630843162953255,0.02927042376583661,0.0,8,Weak,ETH-USD
ADA-USD,2289,0.637020241871217,387.73079801502445,-0.007186029319668541,0.00028949227769131176,0.4057947885536639,0.40553496992163673,1561.8386771857581,8.206667401881616e-261,2546.641989335399,0.0,1.6744171164830255,3.948416608723514,0.008326020070561341,-2.2403346340268944,0.40367174153242646,-2.0629680367965046,0.2596635839344965,174.40387794435253,-4.966659577178507e-17,0.9999999999999999,-0.9326031222505096,0.12450851900393185,0.047619047619047616,0.1162079510703364,0.0,7,Weak,ETH-USD
AAVE-USD,2014,0.5249479743916721,55685.89956663734,25.683847013268778,0.058951379285770815,0.2755703758179193,0.27521032133273926,765.3574310570946,4.848078836861374e-143,1066.8445469737242,2.175955955513662e-232,1.4166090336043502,2.175856528289456,0.012059162812174144,-2.577048099324175,0.2461846457758579,-2.2162869133371066,0.20038743913470658,115.89908268883951,0.0,1.0,-0.6658001465475035,0.14448857994041708,0.062065541211519366,0.08490566037735849,0.0,7,Weak,ETH-USD
AAVE-USD,2014,0.4949448370114451,1601395.758091333,71.27046124867513,0.0018223072576048337,0.24497039168428603,0.24459512845947695,652.7961587735333,6.118145901772621e-125,1439.5128185424746,0.0,1.6833594030116634,2.4248081320111456,0.01639155014299715,-1.3698285882249286,0.8076679252216913,-2.5983214464423945,0.09334468683622416,85.44501056685245,2.8224140447273095e-17,1.0,-1.1217889876469667,0.15590863952333664,0.07000993048659385,0.0407149950347567,0.0,7,Weak,BTC-USD
EGLD-USD,2042,0.37594240228181414,26932.5496136905,-0.6998549701036756,0.02720776064471968,0.14133268983342107,0.14091177448530023,335.7746170682169,1.4862634099989347e-69,1271.3852393622192,8.359938563793695e-277,1.335052404837655,2.8069172621698932,0.007302691368921304,-2.6316638989241863,0.22511234595597268,-1.8741526712341638,0.3443164746158767,199.1398202253544,5.567425941313224e-17,0.9999999999999999,-0.8454260873714093,0.15866797257590598,0.056317335945151814,0.09843290891283056,0.0,7,Weak,ETH-USD
TRX-USD,2289,0.6212578551451733,68.10102114127581,0.00939462358251378,5.084641154177328e-05,0.38596132257958127,0.38569283168433843,1437.5210832772043,1.700203034036815e-244,227.99638314300296,3.098949174942476e-50,0.7735349949893103,0.018037802857214125,0.007754529248688226,-2.2178301852563727,0.41518880306397715,-0.18330295595733598,0.9404828158999894,286.4513234218291,4.966659577178507e-17,1.0,2.588496522577564,0.19921363040629095,0.03669724770642202,0.12975098296199214,0.0,6,Weak,ETH-USD
HBAR-USD,2289,0.5461114590606719,1691.3525571705188,0.04463344464230056,1.7197350738279375e-06,0.29823772571737617,0.29793087732459855,971.938366753734,4.006986580576443e-178,1169.5079375663483,1.1080977841936852e-254,1.5068994712584571,1.7929060461709323,0.014108892689824062,-1.2620891040952171,0.8408840496463892,-2.488074713198762,0.11840290356124394,99.8758593710355,-9.933319154357014e-17,1.0,-0.9231395153829559,0.17780690257754478,0.06771515945827872,0.07164700742682394,0.0,6,Weak,BTC-USD
MANA-USD,2289,-0.00775300024178838,-185.30647130042516,0.6217341424576911,-1.8841609145981369e-07,6.010901274910996e-05,-0.0003771187489418626,0.13747757579866982,0.71083597202389,9149.083613284407,0.0,2.7538959133113243,8.121674739552596,0.01215627359184983,-1.3874336814096742,0.8017881614585697,-2.6720232466300486,0.07900584169299091,113.46741351946058,-2.4833297885892536e-17,1.0,-0.6802785777278526,0.0891218872870249,0.07164700742682394,0.0,0.0,6,Weak,BTC-USD
XRP-USD,2289,0.603074879413118,559.9057747840891,0.01834424925965625,0.00041804365003907606,0.3636993101791468,0.363421085128941,1307.212667982321,8.501676316410088e-227,349.3562305969435,1.3748598093383134e-76,0.9482902565116437,0.2690473658008261,0.006240055166295761,-2.4113268242536026,0.31950925106700445,-1.9026992823251432,0.33079235057534473,228.6587885147306,4.966659577178507e-17,1.0,0.6658070939097959,0.1782437745740498,0.06465705548274356,0.1109654871122761,0.0,5,Weak,ETH-USD
LTC-USD,2289,0.2673323595468093,408943.7603071584,75.24280036897211,0.00041580622847776943,0.07146659046086468,0.07106058547199767,176.02392192341335,9.316607774551707e-39,4468.668822329795,0.0,2.115533055843189,5.397264992415778,0.01532819556492403,-0.9558473108047736,0.9109062615792032,-2.2020615844619127,0.2054980716839062,91.7749036978735,2.4833297885892536e-17,1.0,-1.0586508681509805,0.14766273481869813,0.054608999563128,0.02839667977282656,0.0,5,Weak,BTC-USD
FIL-USD,2289,0.14713954101950533,4852.691812523907,9.50485733301933,0.0036231757005980407,0.0216500445314306,0.021222257056367932,50.60934644768065,1.5013929192629717e-12,16246.940223728534,0.0,3.070825032643335,11.546400754080345,0.008729602315711162,-2.328741556900482,0.3593020924691177,-2.6653972926363485,0.0802198189649051,161.23545077719194,4.966659577178507e-17,1.0,-0.5929271874282157,0.11489733508082133,0.039755351681957186,0.0,0.0,5,Weak,ETH-USD
LTC-USD,2289,0.501418874368624,28305.647382987743,49.46636269378388,0.02113390624211056,0.251420887573098,0.2510935683284864,768.1213118751334,5.155980161974763e-146,4941.1066480266,0.0,2.125507147397413,5.825647881387752,0.014362933686852557,-1.966667892508377,0.5458550322776167,-2.012563415121277,0.2810917930962915,99.21377599387364,-4.966659577178507e-17,1.0,-0.9820630859558724,0.13149847094801223,0.05329838357361293,0.04980340760157274,0.0,4,Weak,ETH-USD
VET-USD,2289,0.4824432223297742,20.62033892825381,0.0034184500029722153,1.539580789988135e-05,0.23275146277193615,0.2324159802458199,693.7811798019648,9.17455750495561e-134,8302.666255389377,0.0,2.2852164754289648,8.156233424424006,0.012266805190529532,-2.227132812394396,0.41041898347760203,-2.6405838620357738,0.0848960944058203,116.6623950631515,0.0,1.0,-0.942558536565742,0.11664482306684142,0.05286151157710791,0.0856269113149847,0.0,4,Weak,ETH-USD
