ticker,n_obs,corr,cov,alpha,beta,r2,adj_r2,f_stat,f_pvalue,jb_stat,jb_pvalue,skew,kurt,dw_stat,coint_t,coint_p,adf_stat,adf_p,half_life,z_mean,z_std,z_current,z_gt1,z_gt2,z_lt_1,z_lt_2,score,rating,base
FLOW-USD,1897,-0.13733797995330874,-31619.854898583573,6.5002847277031846,-3.686487989917166e-05,0.018861720737655463,0.018343969666804627,36.43009507765807,1.898824996582894e-09,3919.349547389539,0.0,2.379565356944661,5.210375784621057,0.007571402458498217,-1.3284265353568163,0.8209931760961762,-2.646265437017561,0.083807082092267,185.7094724260396,-8.989470563121984e-17,0.9999999999999999,-0.4901963442874295,0.13863995782814972,0.07063784923563521,0.0,0.0,4,Weak,BTC-USD
XTZ-USD,2289,-0.24583961575243785,-11950.049236625095,2.472407728150378,-1.2150582514017544e-05,0.0604371166733062,0.06002628900241569,147.11062802146807,7.403178791370044e-33,1979.5594706038173,0.0,1.7720182868275152,2.874519478576744,0.014288172785678316,-1.8110517883721755,0.6243384722332459,-2.089944037382776,0.24857733290126155,97.65739976221111,9.933319154357014e-17,1.0,-0.8234180346567064,0.1380515508955876,0.06465705548274356,0.005242463958060288,0.0,4,Weak,BTC-USD
UNI7083-USD,2028,0.4019596306949943,3006.8927356029326,2.5701313723548616,0.0031071720905248975,0.16157154470845647,0.16115771032775972,390.425620115084,1.3012103932634264e-79,2782.8140665022597,0.0,2.055768280928658,4.0194773681750675,0.009527446693303375,-2.510804467269369,0.27432483097487687,-1.8149863560148356,0.37304717548761746,150.14134898626304,-5.605859848205919e-17,1.0,-0.8974362692078124,0.14447731755424062,0.06607495069033531,0.03451676528599606,0.0,3,Weak,ETH-USD
SAND-USD,2063,-0.12833678317767697,-4284.166170286426,1.014461006345269,-4.758905283068148e-06,0.01647032991639452,0.0159931199842821,34.51380369115195,4.922777222778193e-09,14274.4248686645,0.0,3.2254746490376025,11.188316011859474,0.010341024205661709,-1.622267203182709,0.7114002769018648,-2.6210612306745764,0.0887219955827358,131.76605173846627,0.0,1.0,-0.5358839913785794,0.09112942317014057,0.0605913717886573,0.0,0.0,3,Weak,BTC-USD
FTM-USD,1840,0.5321823459731735,7008.004109306755,-0.02187809031105737,1.4970679649133662e-05,0.28321804936551065,0.28282807006701527,726.2386758944165,4.403127961513946e-135,4385.660295497226,0.0,2.3865027527226443,5.8894997456582665,0.012486187793446046,-0.5129899745382689,0.9633938419498765,-2.4838318094912974,0.11945794350062061,120.360143004233,3.089316242435218e-17,0.9999999999999999,-1.3499188792687138,0.12391304347826088,0.06902173913043479,0.03206521739130435,0.0,2,Weak,BTC-USD
MANA-USD,2289,0.4393378581164958,387.50720071186345,-0.015852130635537077,0.00028932533275707146,0.19301775357439,0.19266489732322012,547.015258860868,1.1957290259511797e-108,4952.361067022396,0.0,2.1388356364351684,5.816235624658312,0.013371024716000606,-2.299568766526681,0.37376798590923366,-2.5531151071462608,0.1030796695658614,105.82701763649709,-4.966659577178507e-17,1.0,-0.7931638325505871,0.08519003931847968,0.0672782874617737,0.0764525993883792,0.0,2,Weak,ETH-USD
DOT-USD,2057,0.31566883454626354,3331.38697625522,2.566607347456453,0.0032931439886014118,0.09964681310379653,0.09920868503231417,227.43763659483665,8.009833690835338e-49,1072.5871482640066,1.2321400500132487e-233,1.496616764767575,1.8964379848950514,0.006761517761112693,-2.505466510760901,0.2766634624151889,-1.6572200858191937,0.4532777100422193,216.4982983922002,0.0,1.0,-0.8671726662234986,0.14487117160913954,0.07194944093339815,0.09139523578026251,0.0,2,Weak,ETH-USD
ATOM-USD,2289,-0.11388681910190454,-30352.505290234414,11.827453206827053,-3.086184941446331e-05,0.012970207565150327,0.012538624796267661,30.052653859945824,4.66702641486123e-08,1730.3038814035758,0.0,1.7212921105565315,2.5193458170514234,0.012704510402000432,-1.6498689552992083,0.6993894861764268,-2.3343147145355787,0.1611394570519763,109.53606404273961,4.966659577178507e-17,1.0,-0.9242796041056434,0.14853647881170817,0.07470511140235911,0.05067715159458279,0.0,2,Weak,BTC-USD
THETA-USD,2289,0.3839900230031309,1077.4021734139917,0.2257876766757527,0.0008044230965606711,0.14744833776594501,0.14707555610340284,395.53538326002257,2.6060100863912243e-81,6909.324474315265,0.0,2.383344554426295,7.07158278523022,0.008829560350154718,-2.2257140892523033,0.41114562147726036,-2.4682871089448577,0.1233822901316245,162.42749211042207,4.966659577178507e-17,1.0000000000000002,-0.8317830282114026,0.12013979903888161,0.049366535605067714,0.0799475753604194,0.0,0,Weak,ETH-USD
INJ-USD,1995,0.38049660646974887,107561.27024309318,4.826909741765262,0.00012367733802169697,0.14477766753499488,0.1443485544730455,337.38816263787356,9.710935541193102e-70,1313.400412371748,6.291065236971119e-286,1.5774918433858445,2.4301146502022997,0.009391497869492093,-1.117976432867393,0.8780921220237188,-1.8530834684605504,0.3544435098701796,156.2959443788706,-1.139717671394647e-16,1.0,-1.207571946713027,0.13383458646616542,0.061152882205513785,0.09022556390977443,0.0,0,Weak,BTC-USD
ATOM-USD,2289,0.37697151081569025,3707.575217642748,4.320367803875146,0.0027681948402398255,0.14210751996666426,0.14173240300993795,378.83523370100227,3.351888470899757e-78,624.0401567512431,3.1002857094058143e-136,1.0894390693046043,1.3478468560741357,0.011323078635951257,-2.337637993586509,0.3549297623105426,-2.1134293353009443,0.2391489983509132,128.44901314468373,-9.933319154357014e-17,1.0,-1.1081714042381037,0.145041502839668,0.05897771952817824,0.11402359108781127,0.0,0,Weak,ETH-USD
ALGO-USD,2289,0.3288750363883306,169.50131190370405,0.15338263622465867,0.00012655512821235123,0.10815878955942593,0.10776882838301993,277.3578399681827,7.202378257858894e-59,986.3417291732163,6.58589609453501e-215,1.4069883713738667,1.566049509456188,0.008879931977444494,-2.2590710869037602,0.39414370544001404,-1.613724878017637,0.4760205983241298,160.53078342770888,4.966659577178507e-17,1.0,-0.7600087336235825,0.14766273481869813,0.07033639143730887,0.07470511140235911,0.0,0,Weak,ETH-USD
ADA-USD,2289,0.3269673385729922,5392.883997418825,0.356179119355255,5.483381758656925e-06,0.10690764049350565,0.10651713224711024,273.76538518787936,3.599050570481751e-58,3427.2651234145364,0.0,2.0716034775411485,4.346963576315815,0.007512415635976259,-1.0210391928609104,0.8987837438429042,-2.0076871258426485,0.2832127673091762,189.17444683756855,-2.4833297885892536e-17,1.0,-0.9797725041546721,0.14984709480122324,0.0581039755351682,0.0008737439930100481,0.0,0,Weak,BTC-USD
MATIC-USD,1910,0.21121868105116318,2799.406372872696,0.5208084669139538,4.9297107249877395e-06,0.044613331224993,0.044112604459387694,89.09715695157232,1.0545240995545641e-20,200.04094883347017,3.6446840269778316e-44,0.7855020164911393,0.22605000032213018,0.011963393922898264,-0.6207004126493448,0.9545415641300344,-2.249111395029288,0.1889058368256918,120.19037519263028,1.488047614157278e-17,1.0,-1.3537417869394284,0.16073298429319371,0.03769633507853403,0.23403141361256544,0.0,0,Weak,BTC-USD
OP-USD,1486,0.16938259091557284,149.95714700550226,0.7967119976760662,0.00020091422977703942,0.02869046210527204,0.028035940853321395,43.834271262801344,4.980509353881288e-11,103.49115430519934,3.366521401784436e-23,0.6403576753619876,-0.18242110820350854,0.007966619327440127,-1.9634269605757924,0.5475288973248074,-1.7867786252190943,0.3870452135627218,167.48385198597077,-3.825263718762316e-17,0.9999999999999998,-1.1175771001301924,0.16352624495289367,0.04979811574697174,0.253028263795424,0.0,0,Weak,ETH-USD
AVAX-USD,2026,0.115651978059863,78885.67552715781,23.98256360288454,8.917372336572602e-05,0.013375380029158723,0.012887917272256133,27.438773198075474,1.7898578085628997e-07,2361.17275539869,0.0,1.9427047052924085,3.6030017713652303,0.010423234870790688,-1.3986722379725542,0.797968005582294,-2.1114747250967976,0.23992566038115143,133.44887661116005,-5.611393767108392e-17,0.9999999999999999,-0.9187306293800268,0.12931885488647582,0.07403751233958539,0.008884501480750246,0.0,0,Weak,BTC-USD
UNI7083-USD,2028,0.09256289478531761,20944.430338344202,8.82768150628274,2.365503907493205e-05,0.00856788949103815,0.008078535043600343,17.508555477320638,2.9823527385374557e-05,1996.6296679244244,0.0,1.9022520955973503,3.0396224483208227,0.01166604362174903,-1.4106125986639442,0.7938523883600306,-2.123472533026184,0.2351815147491817,123.10705438720031,2.8029299241029595e-17,1.0,-0.9565500439109235,0.15039447731755423,0.07889546351084813,0.0,0.0,0,Weak,BTC-USD
XTZ-USD,2289,0.07868700526695808,141.1501042322657,1.6552530379489667,0.00010538720519431407,0.0061916447978823674,0.005757098075013123,14.248513386544387,0.00016426505171225373,943.7446008735272,1.17074889707704e-205,1.3860706066834185,1.4959856947103827,0.011633627315907951,-2.2724377793858666,0.3873836798043666,-1.7401926335339797,0.41053197900188954,123.49039425184137,0.0,1.0,-0.9904372463610532,0.14809960681520315,0.0581039755351682,0.0,0.0,0,Weak,ETH-USD
THETA-USD,2289,0.07190204259607291,5466.870353699332,1.7040296588464223,5.558609676893673e-06,0.005169903729487446,0.004734910246203539,11.885014208619927,0.0005761031877004909,4738.516361095786,0.0,2.3097450462083984,5.3407486178481705,0.009344113360231462,-1.3065333389675293,0.8277555148688864,-2.2945704112163776,0.17372510224986687,149.51945240370156,-4.966659577178507e-17,1.0,-0.8009366845408497,0.1288772389689821,0.06596767147225863,0.0,0.0,0,Weak,BTC-USD
ALGO-USD,2289,-0.030095282756018495,-420.32016189307114,0.44897231657271935,-4.273735369837934e-07,0.000905726044164612,0.00046886803194090554,2.073273280611289,0.15003636432273537,2436.8334244627954,0.0,1.9810231944975116,3.151598449667495,0.009929129666955895,-1.4118913522483054,0.793408152783186,-1.7730542661169226,0.39391915763924124,140.82309412891695,-9.933319154357014e-17,1.0,-0.6756616050856429,0.1511577107907383,0.0764525993883792,0.0,0.0,0,Weak,BTC-USD
OP-USD,1486,-0.09159273443702486,-3034.161162067819,1.4572901225756163,-2.9035126817673805e-06,0.00838922900165151,0.007721027673485481,12.554942123023391,0.00040740482062591845,122.03781765835672,3.161000785279094e-27,0.6982938225578291,0.16103980716648048,0.009474990200985477,-1.0801335007067356,0.8865649236851573,-1.9444617564642985,0.31144245276705107,141.1501132166449,-3.825263718762316e-17,1.0,-1.1073390413888087,0.1594885598923284,0.0531628532974428,0.1816958277254374,0.0,0,Weak,BTC-USD
DOT-USD,2057,-0.10174749118696338,-31992.31145214016,12.328384960819566,-3.562658459495746e-05,0.010352551962841017,0.00987097169615625,21.49704354397482,3.7664380258221474e-06,1970.0993560965915,0.0,1.9215802129818642,2.8800583687549306,0.009216775425090301,-1.6284436087106717,0.7087361713137235,-2.1221137982644995,0.23571599771984042,149.65661183551111,8.290240961712399e-17,1.0,-0.8095120215085936,0.14681575109382597,0.0792416140009723,0.0,0.0,0,Weak,BTC-USD
AXS-USD,1981,-0.12113974325644195,-103360.57690906836,23.301059101401105,-0.0001196339722850123,0.01467483739623654,0.014176946965411052,29.474029801906966,6.363858698284352e-08,7822.493649812316,0.0,2.8598345071772417,7.903644594413674,0.005879125554449348,-1.5985879918529309,0.7214856033249984,-2.2918188344629464,0.1746201380655592,229.19610994243317,0.0,1.0,-0.4702171063801824,0.12064613831398284,0.05451792024230187,0.0,0.0,0,Weak,BTC-USD
EGLD-USD,2042,-0.15471479121451842,-332706.5507586524,84.62082875033096,-0.000373018148093287,0.02393666662055216,0.023458204202228883,50.028310905664554,2.0740582181556874e-12,4299.478278917768,0.0,2.232575788374116,5.550437597881206,0.008310064729279542,-1.736276744532786,0.6601268161147447,-2.197637551899325,0.2071040063404495,164.7201771346602,-2.783712970656612e-17,0.9999999999999999,-0.757677417975653,0.15572967678746327,0.06023506366307542,0.01860920666013712,0.0,0,Weak,BTC-USD
